ID,TYPE,ORGAN_NAME,ORGAN_CODE,TELPHONE_NUMBER,DZ,REGION_CODE,REGION,HEALTH_EXAMINATION,GSYLJG,SBDDJG,MYBJ,EMERGENCY,HIV,JHBDD
100775,社康中心,深圳市东湖医院东乐社区健康服务中心,PDY350036,0755-25411821,深圳市东乐花园36栋旁海燕楼一楼,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100776,社康中心,深圳市罗湖区文锦社区健康服务中心,PDY350220,0755-82197170,深圳市罗湖区兴安路文星花园一商场18号,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100777,社康中心,深圳市慢性病防治中心水库新村社区健康服务中心,PDY35001X,0755-25600610,深圳市爱国路水库新村,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100778,社康中心,深圳流花医院水贝社区健康服务中心,PDY350052,0755-25600226,深圳市水贝村113栋1栋,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100779,社康中心,深圳市罗湖医院集团金鹏社区健康服务中心,PDY350554,5510541,港鹏新村2栋101、102,440303,罗湖区,没有,不是,不是,是,不是,不是,不是
100780,社康中心,深圳市中医院京基100社区健康服务中心,PDY350247,0755-25891587,深圳市罗湖区京基100大厦D栋5楼,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100781,社康中心,深圳市罗湖区银湖社区健康服务中心,PDY350423,85130120,银湖,440303,罗湖区,没有,不是,是,不是,不是,不是,不是
100782,社康中心,深圳市罗湖医院集团梧桐山社区健康服务中心,PDY350079,0755-26710510,深圳市罗湖区梧桐山赤水洞25号,440303,罗湖区,没有,不是,是,不是,不是,不是,不是
100783,社康中心,深圳市中医院新围社区健康服务中心,PDY350474,82238541,新围,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100784,社康中心,深圳市中医院鹿滨社区健康服务中心,PDY350255,0755-82494993,深圳市罗湖区滨河大道1005号,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100785,社康中心,深圳市罗湖区中医院院松园社区健康服务中心,PDY350351,82054069,松园路,440303,罗湖区,没有,不是,不是,是,不是,不是,不是
100786,社康中心,深圳市罗湖医院集团莲花社区健康服务中心,PDY350490,82238541,莲花,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100787,社康中心,深圳市罗湖区中医院长岭社区健康服务中心,PDY350300,82238541,长岭,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100788,社康中心,深圳市罗湖医院集团文华社区健康服务中心,PDY350124,0755-25114488,深圳市罗湖区北斗路文华大厦B型裙楼二楼,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100789,社康中心,深圳市罗湖医院集团马山社区健康服务中心,PDY350482,25510061,马山,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100790,社康中心,深圳市罗湖医院集团西岭社区健康服务中心,PDY350538,25721241,西岭下新村北区2号1-2楼,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100791,社康中心,深圳市罗湖区龙湖社区健康服务中心,PDY35060X,22307541,龙园山庄32栋地下一层,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100792,社康中心,深圳市罗湖医院集团泥岗社区健康服务中心,PDY350060,0755-82053781,深圳市罗湖区泥岗西村二号,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100793,社康中心,深圳市罗湖区中医院碧波社区健康服务中心,PDY350546,25548588,区中医院黄贝康复分院附楼1楼,440303,罗湖区,没有,不是,不是,是,不是,不是,不是
100794,社康中心,深圳市罗湖区中医院书院街社区健康服务中心,PDY350298,82238541,书院街,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100795,社康中心,深圳市罗湖区中医院凤凰社区健康服务中心,PDY350263,25617821,凤凰路,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100796,社康中心,深圳市罗湖区中医院院草埔西社区健康服务中心,PDY350116,-755,深圳市罗湖区草埔西吓田新村118号,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100797,社康中心,深圳市罗湖区玉龙社区健康服务中心,PDY350431,813301530,玉龙,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100798,社康中心,深圳市罗湖医院集团仙湖社区健康服务中心,PDY350407,82238541,莲塘国威路94号二楼,440303,罗湖区,没有,不是,是,不是,不是,不是,不是
100799,社康中心,深圳市罗湖区和平社区健康服务中心,PDY350597,82366788,罗湖区和平路1161号泰山大厦一楼,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100800,社康中心,深圳市罗湖区中医院罗芳社区健康服务中心,PDY35028X,82238541,罗芳路,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100801,社康中心,深圳市职业病防治院桂园社区健康服务中心,PDY350087,0755-25588043,深圳市罗湖区桂园路82号,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100802,社康中心,深圳市罗湖医院集团渔村社区健康服务中心,PDY35052X,25469241,现址为罗湖区渔村裕晖大厦1楼（待渔村社区综合服务楼1-2楼建好后搬入）,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100803,社康中心,深圳市南山区西丽人民医院桃源社区健康服务中心,PDY550054,0755-26789839,深圳市南山区龙珠大道桃源村,440305,南山区,没有,不是,是,不是,不是,不是,不是
100804,社康中心,深圳市南山区蛇口人民医院南光社区健康服务中心,PDY550302,26425046,南山区南光路45号,440305,南山区,没有,不是,是,不是,不是,不是,不是
100805,社康中心,深圳市南山区蛇口人民医院蔚蓝海岸社区健康服务中心,PDY550230,26866176,南山区蔚蓝海岸2期会所,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100806,社康中心,深圳市罗湖医院集团湖贝社区健康服务中心,PDY350319,82238541,湖贝路,440303,罗湖区,没有,不是,是,不是,不是,不是,不是
100807,社康中心,深圳市罗湖医院集团笋岗街道社区健康服务中心,PDY350191,0755-82413772,深圳市罗湖区宝岗路田心村A3栋,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100808,社康中心,深圳市罗湖医院集团广岭社区健康服务中心,PDY350458,82311766,广岭,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100809,社康中心,深圳市罗湖区中医院翠华社区健康服务中心,PDY350167,0755-25681418,深圳市罗湖区爱国路1035号,440303,罗湖区,没有,不是,是,不是,不是,不是,不是
100810,社康中心,深圳市罗湖区新秀社区健康服务中心,PDY350204,0755-82370580,深圳市罗湖区新秀村秀南街42栋一楼,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100811,社康中心,深圳市罗湖区中医院红岗社区健康服务中心,PDY35036X,82054069,红岗路,440303,罗湖区,没有,不是,是,是,不是,不是,不是
100812,社康中心,深圳市福田区妇幼保健院滨河社区健康服务中心,PDY450790,83816694,汇港名苑南区1层A001-002,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100813,社康中心,深圳景田医院景田社区健康服务中心,PDY450491,81111111,莲花街道,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100814,社康中心,深圳市福田区第二人民医院龙尾社区健康服务中心,PDY45058X,83112514,福田区上梅林龙尾社区,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100815,社康中心,深圳市福田区慢性病防治院新沙社区健康服务中心,PDY450440,83405320,福田区滨河大道9000号嘉洲华苑一楼,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100816,社康中心,深圳市福田区慢性病防治院沙嘴社康服务中心,PDY450141,0755-83876292,深圳市福田区沙嘴村四坊84号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100817,社康中心,深圳农业科学研究中心农科社区健康服务中心,PDY450539,81111111,香蜜湖街道,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100818,社康中心,深圳市福田区人民医院东园社区健康服务中心,PDY450635,82242193,南园街道东园路巴登街滨江3号楼1号铺位,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100819,社康中心,深圳市福田区人民医院福田社区健康服务中心,PDY45031X,88296122,福田区福安路与福宁路交界东南福宁居一层,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100820,社康中心,深圳市中医院金地海景社区健康服务中心,PDY450053,0755-83308165,深圳市福田区金地海景花园13栋底层,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100821,社康中心,深圳市福田区人民医院侨香村社区健康服务中心,PDY450934,23823146,福田区侨香路侨香村2008号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100822,社康中心,深圳市福田区人民医院田面社区健康服务中心,PDY450328,83017461,深圳市福田区田面新村50栋1、2楼,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100823,社康中心,深圳市福田区人民医院熙园社区健康服务中心,PDY450715,82890315,福田区香蜜湖熙园商业中心113号首层商铺西,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100824,社康中心,深圳市福田区第二人民医院翰岭社区健康服务中心,PDY450862,15986662709,彩田北路翰岭院13-15栋28号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100825,社康中心,深圳市福田区第二人民医院孖岭社区健康服务中心,PDY450125,0755-83117696,深圳市福田区梅林路45号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100826,社康中心,深圳市福田区中医院景蜜社区服务中心,PDY450109,0755-83932261,深圳市福田区景蜜小区内车库旁,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100827,社康中心,深圳市福田区中医院莲花二村社区健康服务中心,PDY450061,0755-83261262,深圳市莲花二村39栋首层,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100828,社康中心,深圳市福田区第二人民医院梅山社区健康服务中心,PDY450432,83539499,深圳市福田区上梅林梅山社区,440304,福田区,没有,不是,是,不是,不是,不是,不是
100829,社康中心,深圳市福田区妇幼保健院福保社区健康服务中心,PDY450352,83816694,福田保税区金桂大厦2楼,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100830,社康中心,深圳市福田区慢性病防治院新华社区健康服务中心,PDY450846,82762494,新洲三路蜜园裙楼一层16号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100831,社康中心,深圳市福田区妇幼保健院福民社区健康服务中心,PDY450547,83552785,福民新村福昌大厦1楼,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100832,社康中心,深圳市福田区人民医院碧海云天社区健康服务中心,PDY550193,86200830,福田区碧海云天社区15栋C座首层,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100833,社康中心,深圳中山泌尿外科医院深安社区健康服务中心,PDY450184,0755-83830882,深圳市福田区福华三路皇岗东山苓,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100834,社康中心,深圳市福田区慢性病防治院益田社区健康服务中心,PDY45007X,0755-83823930,深圳市福田区益田村中心广场,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100835,社康中心,深圳市福田区人民医院南天社区健康服务中心,PDY450758,83270679,福田区上步中路百花大厦裙楼1楼,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100836,社康中心,深圳市福田区人民医院下沙社区健康服务中心,PDY45015X,0755-83868825,深圳市滨河大道下沙村,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100837,社康中心,深圳市福田区人民医院福南社区健康服务中心,PDY450280,83046022,福田区人民深南中路3025号福田医院宿舍楼1栋1楼,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100838,社康中心,深圳市福田区中医院雨田社区健康服务中心,PDY450686,83076399,莲花街道莲花路雨田村雨莲阁一层7、8号商铺,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100839,社康中心,深圳市南山区人民医院高新社区健康服务中心,PDY550177,26632772,南山区科技园青梧路一号长城宿舍1楼,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100840,社康中心,深圳市南山区蛇口人民医院兰园社区健康服务中心,PDY550767,26866176,南山区蛇口金竹园商铺02101A/B,440305,南山区,有,是,是,是,不是,不是,不是
100841,社康中心,深圳市南山区人民医院北头社区健康服务中心,PDY550986,86391732,深圳市南山区北头村一坊20号,440305,南山区,没有,不是,是,不是,不是,不是,不是
100842,社康中心,深圳市福田区人民医院荔村社区健康服务中心,PDY450731,83282670,振兴路桑达小区405栋102室,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100843,社康中心,深圳市福田区中医院景新社区健康服务中心,PDY450766,13723496565,景新花园景龙大厦首层7-10,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100844,社康中心,深圳市中医院保税区社区健康服务中心,PDY450264,812918000,保税区,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100845,社康中心,深圳市福田区慢性病防治院明月社区健康服务中心,PDY450459,82985001,福田区石厦北住宅区雅云轩一楼,440304,福田区,没有,不是,不是,是,不是,不是,不是
100846,社康中心,深圳市南山区蛇口人民医院湾厦社区健康服务中心,PDY550206,26866176-3308,蛇口湾厦路1号院防保科,440305,南山区,没有,不是,是,是,不是,不是,不是
100847,社康中心,深圳市福田区人民医院香蜜二村社区健康服务中心,PDY450029,0755-83912015,深圳福田香梅路香蜜二村一栋一楼,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100848,社康中心,深圳市福田区妇幼保健院渔农社区健康服务中心,PDY450360,83207170,福田区福田口岸商业广场1栋首层,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100849,社康中心,深圳市福田区人民医院八卦岭社区健康服务中心,PDY450483,82057567,深圳市福田区八卦岭56号门诊四楼,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100850,社康中心,深圳市龙岗区横岗人民医院银荷社区健康服务中心,PDY000036,0755-89738319,横岗街道银荷社区银海工业城7号厂房内,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100851,社康中心,深圳市福田区慢性病防治院沙尾社区健康服务中心,PDY450475,83405561,福田区沙尾东村298号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100852,社康中心,深圳市福田区妇幼保健院皇岗社区健康服务中心,PDY450088,0755-83836123,深圳市福田区皇岗村皇岗广场一楼西侧,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100853,社康中心,深圳市福田区慢性病防治院金碧社区健康服务中心,PDY450838,83406075,深圳市福田区下沙村五坊1号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100854,社康中心,深圳市福田区慢性病防治院新洲社区健康服务中心,PDY450176,0755-83899074,深圳市福田区新洲南路西侧新南苑小区,440304,福田区,没有,不是,是,不是,不是,不是,不是
100855,社康中心,深圳市福田区人民医院黄木岗社区健康服务中心,PDY450918,82906266,深圳市福田区红荔路401号七支队住宅区商铺,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100856,社康中心,深圳市福田区第二人民医院新兴社区健康服务中心,PDY450870,83101509,上梅林梅兴苑4栋商铺15号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100857,社康中心,深圳市福田区第二人民医院梅河社区健康服务中心,PDY450889,13714344554,梅林二村市场A28号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100858,社康中心,深圳市福田区第二人民医院梅亭社区健康服务中心,PDY450424,83118855,深圳市福田区上梅林梅亭社区,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100859,社康中心,深圳市福田区第二人民医院下梅林社区健康服务中心,PDY450010,0755-83310103,深圳市福田区梅华路240号,440304,福田区,没有,不是,是,不是,不是,不是,不是
100860,社康中心,深圳中山泌尿外科医院竹盛社区健康服务中心,PDY450272,83705070,福田区竹子林金众小区35栋2楼,440304,福田区,没有,不是,是,不是,不是,不是,不是
100861,社康中心,深圳市福田区人民医院笔架山社区健康服务中心,PDY450942,"25911859,88296122",福田区黄木岗北综合楼南座二层一号（华富北市场旁）,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100862,社康中心,深圳市光明新区中心医院新陂头社区健康服务中心,PDY651939,29751161,光明新羌社区新陂头村新羌居委综合楼一楼,440318,宝安区,没有,不是,是,不是,不是,不是,不是
100863,社康中心,深圳市光明新区人民医院公明社区健康服务中心,PDY651015,27739960,公明街道建设路19号,440318,宝安区,没有,不是,不是,不是,不是,不是,不是
100864,社康中心,深圳市宝安区沙井人民医院黄埔社区健康服务中心,PDY651584,27273445,宝安区沙井街道黄埔龙井路23号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100865,社康中心,深圳市光明新区人民医院甲子塘社区健康服务中心,PDY650362,0755-27173247,深圳市宝安区公明镇甲子塘村公园对面,440318,宝安区,没有,不是,是,不是,不是,不是,不是
100866,社康中心,深圳市光明新区人民医院新围社区健康服务中心,PDY651234,27125973,公明街道公明医院松白公路蒋石路段339号,440318,宝安区,没有,不是,不是,不是,不是,不是,不是
100867,社康中心,深圳市光明新区人民医院马山头社区健康服务中心,PDY650995,27110032,公明街道马山头居委会市场旁,440318,宝安区,没有,不是,不是,不是,不是,不是,不是
100868,社康中心,深圳市宝安区观澜人民医院横坑社区健康服务中心,PDY651832,28052995,宝安区观澜街道观城居委横坑水库旁,440309,龙华区,没有,不是,不是,不是,不是,不是,不是
100869,社康中心,深圳市宝安区石岩人民医院应人石社区健康服务中心,PDY650100,0755-27760217,深圳市宝安区石岩应人石村,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100870,社康中心,深圳市光明新区人民医院楼村社区健康服务中心,PDY651373,81725459,深圳市光明新区公明办事处楼村社区荔都路34号,440318,宝安区,没有,不是,不是,不是,不是,不是,不是
100871,社康中心,深圳市宝安区沙井人民医院上寮社区健康服务中心,PDY651592,27271091,宝安区沙井街道107国道上南路段旁,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100872,社康中心,深圳市宝安区西乡人民医院黄麻布社区健康服务中心,PDY650303,0755-27485403,深圳市西乡镇黄麻布村,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100873,社康中心,深圳市宝安区西乡人民医院庄边社区健康服务中心,PDY650223,0755-27943497,深圳市宝安区西乡镇庄边村23号1楼,440306,宝安区,没有,不是,是,不是,不是,不是,不是
100874,社康中心,深圳市宝安区西乡人民医院河东社区健康服务中心,PDY650063,0755-27927569,西乡街道河东花园9巷1号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100875,社康中心,深圳市宝安区西乡人民医院草围社区健康服务中心,PDY650207,0755-27501257,深圳市宝安区西乡镇草围村二路二一号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100876,社康中心,深圳市宝安区沙井人民医院和一社区健康服务中心,PDY650901,0755-27568588,沙井街道和一居委和一新村南路,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100877,社康中心,深圳市宝安区人民医院新乐社区健康服务中心,PDY651189,27894065,新安街道宝城37区新乐二街55号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100878,社康中心,深圳市龙华新区人民医院白石龙社区健康服务中心,PDY65200X,29800266,宝安区民治街道石龙路汇龙苑商铺,440309,龙华区,没有,不是,不是,不是,不是,不是,不是
100879,社康中心,深圳市宝安区新桥社区健康服务中心,PDY651509,27290647,沙井街道新桥北环路63号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100880,社康中心,深圳市光明新区中心医院羌下社区健康服务中心,PDY65163X,27405121,宝安区光明街道新羌社区羌下新村（光明收费站旁）,440318,宝安区,没有,不是,不是,不是,不是,不是,不是
100881,社康中心,深圳市宝安区松岗人民医院沙浦社区健康服务中心,PDY650565,0755-27716767,深圳市宝安区松岗镇沙埔村,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100882,社康中心,深圳市光明新区中心医院东周社区健康服务中心,PDY651613,27400626,宝安区光明街道东周社区木墩新村,440318,宝安区,没有,不是,是,不是,不是,不是,不是
100883,社康中心,深圳市宝安区观澜人民医院宝源社区健康服务中心,PDY651816,28019065,观澜街道大水坑富士康宝源科技园,440309,龙华区,没有,不是,不是,不是,不是,不是,不是
100884,社康中心,深圳市宝安区松岗人民医院溪头社区健康服务中心,PDY650960,27066347,深圳市宝安区松岗镇人民医院,440306,宝安区,没有,不是,是,不是,不是,不是,不是
100885,社康中心,深圳市宝安区观澜人民医院君子布社区健康服务中心,PDY650848,0755-28161003,深圳市宝安区观澜镇君子布村,440309,龙华区,没有,不是,是,不是,不是,不是,不是
100886,社康中心,深圳市宝安区福永人民医院凤凰山社区健康服务中心,PDY652261,81465442,福永街道凤凰社区第三工业区腾丰路61号,440306,宝安区,没有,不是,是,不是,不是,不是,不是
100887,社康中心,深圳市宝安区石岩人民医院罗租社区健康服务中心,PDY651381,27627624,宝安区石岩街道罗租居委,440306,宝安区,有,不是,不是,是,不是,不是,不是
100888,社康中心,深圳市龙华新区人民医院谭罗社区健康服务中心,PDY651349,28176290,龙华大浪街道谭罗新村Ｃ区１１７栋,440309,龙华区,没有,不是,是,不是,不是,不是,不是
100889,社康中心,深圳市光明新区中心医院迳口社区健康服务中心,PDY651648,27436344,宝安区光明街道迳口社区居委综合大楼,440318,宝安区,没有,是,是,不是,不是,不是,不是
100890,社康中心,深圳市宝安区沙井人民医院上星社区健康服务中心,PDY651461,27291937,宝安区沙井街道上星三路1号,440306,宝安区,有,是,不是,是,不是,是,不是
100891,社康中心,深圳市宝安区观澜人民医院庙溪社区健康服务中心,PDY651314,27988680,宝安区观澜街道桂花居委庙溪,440309,龙华区,没有,不是,不是,不是,不是,不是,不是
100892,社康中心,深圳市宝安区沙井人民医院沙四社区健康服务中心,PDY650653,27237940,宝安区沙井街道沙四居委沙四南路,440306,宝安区,没有,是,是,不是,是,是,不是
100893,社康中心,深圳市福田区中医院香安社区健康服务中心,PDY450782,13714556355,福田区侨城东路技校路创意侨园裙楼109-110,440304,福田区,没有,不是,是,是,不是,不是,不是
100894,社康中心,深圳市宝安区沙井人民医院新二社康服务中心,PDY650880,0755-27241446,深圳市宝安区沙井镇新二社区,440306,宝安区,有,是,是,是,是,是,不是
100895,社康中心,深圳市宝安区观澜人民医院章阁社区健康服务中心,PDY651891,29551601,章阁社区志扬时代广场二楼,440309,龙华区,没有,不是,不是,不是,不是,不是,不是
100896,社康中心,深圳市宝安区西乡人民医院凤凰岗社区健康服务中心,PDY650338,0755-27939430,深圳市宝安区西乡镇宝田一路209号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100897,社康中心,深圳市宝安区福永人民医院兴围社区健康服务中心,PDY650581,0755-27771324,深圳市宝安区福永镇兴围村委旁,440306,宝安区,没有,不是,是,不是,不是,不是,不是
100898,社康中心,深圳市宝安区西乡人民医院天富安社区健康服务中心,PDY651728,29652604,宝安区西乡街道九围勒竹角天富安工业区2号,440306,宝安区,有,不是,是,是,不是,不是,不是
100899,社康中心,深圳市宝安区西乡人民医院南昌社区健康服务中心,PDY651111,27475350,西乡街道固戍居委南昌新二村一巷2号,440306,宝安区,有,是,是,是,是,是,不是
100900,社康中心,深圳市宝安区西乡人民医院柳竹园社区健康服务中心,PDY65024X,0755-27954779,深圳市宝安区西乡镇河东路8号柳竹园居委会,440306,宝安区,没有,不是,是,不是,不是,不是,不是
100901,社康中心,深圳市宝安区石岩人民医院石新社区健康服务中心,PDY65139X,27628293,石岩街道石新社区宏发佳特利高新园17-19号,440306,宝安区,有,是,是,是,是,不是,不是
100902,社康中心,深圳市光明新区人民医院田寮社区健康服务中心,PDY650709,0755-27199973,深圳市宝安区公明镇田寮村村委侧,440318,宝安区,有,不是,不是,不是,不是,不是,不是
100903,社康中心,深圳市光明新区人民医院南庄社区健康服务中心,PDY651437,27166600,深圳市光明新区公明办事处南庄育才路43号,440318,宝安区,有,是,不是,是,是,不是,不是
100904,社康中心,深圳市宝安区观澜人民医院大布巷社区健康服务中心,PDY651525,28017283,观澜街道泗黎路大布巷路口,440309,龙华区,没有,不是,不是,不是,不是,不是,不是
100905,社康中心,深圳市宝安区观澜人民医院牛湖社区健康服务中心,PDY650936,28085203,深圳市宝安区观澜大道西牛湖社区观天路旁,440309,龙华区,没有,不是,不是,不是,不是,不是,不是
100906,社康中心,深圳市宝安区沙井人民医院芙蓉社区健康服务中心,PDY652050,27722241,沙井街道芙蓉工业区内,440306,宝安区,有,是,不是,是,是,不是,不是
100907,社康中心,深圳市光明新区中心医院凤凰社区健康服务中心,PDY650477,0755-27405397,深圳市宝安区光明街道凤凰村,440318,宝安区,没有,不是,是,是,不是,是,不是
100908,社康中心,深圳市宝安区松岗人民医院集苑社区健康服务中心,PDY651074,27538743,松岗街道居乐苑,440306,宝安区,有,是,不是,是,是,不是,不是
100909,社康中心,深圳市龙华新区人民医院上塘道社区健康服务中心,PDY650610,28115193,民治街道上塘社区上塘路29号,440309,龙华区,没有,不是,是,不是,不是,不是,不是
100910,社康中心,深圳市宝安区福永人民医院怀德社区健康服务中心,PDY651787,27331078,宝安区福永街道怀德居委翠岗工业区,440306,宝安区,有,是,是,是,是,不是,不是
100911,社康中心,深圳市第二人民医院富士康社区健康服务中心,PDY651082,27706888－77351,龙华街道富士康企业集团龙华园区,440309,龙华区,没有,不是,是,不是,不是,不是,不是
100912,社康中心,深圳市宝安区松岗人民医院朗下社区健康服务中心,PDY651410,27137359,宝安区松岗街道朗下社区居委会对面,440306,宝安区,没有,不是,是,不是,不是,是,不是
100913,社康中心,深圳市龙华新区人民医院龙悦居社区健康服务中心,PDY65219X,27700520,深圳市龙华新区民治办事处龙悦居三期2栋负1层,440309,龙华区,没有,不是,是,不是,不是,不是,不是
100914,社康中心,深圳市宝安区观澜人民医院库坑村社区健康服务中心,PDY650821,0755-28088865,深圳市宝安区观澜镇库坑村居委会侧,440309,龙华区,没有,不是,不是,不是,不是,不是,不是
100915,社康中心,深圳市光明新区人民医院塘尾社区健康服务中心,PDY650389,0755-27176605,深圳市宝安区公明镇塘尾村标志旁,440318,宝安区,没有,不是,是,不是,不是,不是,不是
100916,社康中心,深圳市宝安区沙井人民医院衙边社区健康服务中心,PDY650899,0755-29856855,深圳市宝安区沙井街道环镇路衙边居委旁,440306,宝安区,有,是,是,是,是,不是,不是
100917,社康中心,深圳市宝安区西乡人民医院航城社区健康服务中心,PDY651736,27487280,宝安区西乡街道航城工业区富鑫林工业园,440306,宝安区,没有,是,不是,是,是,是,不是
100918,社康中心,深圳市宝安区石岩人民医院官田社区健康服务中心,PDY650661,0755-27760217,深圳市宝安区石岩镇吉祥路11号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100919,社康中心,深圳市宝安区观澜人民医院桂花社区健康服务中心,PDY650506,0755-28083866,深圳市宝安区观澜镇桂花村,440309,龙华区,没有,不是,不是,不是,不是,不是,不是
100920,社康中心,深圳市宝安区西乡人民医院西乡街社区健康服务中心,PDY650346,0755-27791210,深圳市宝安区西乡镇真理街64号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100921,社康中心,深圳市光明新区人民医院红花山社区健康服务中心,PDY651445,27105164,宝安区公明街道上村居委民生路红花山工业区旁,440318,宝安区,有,是,是,是,是,是,不是
100922,社康中心,深圳市宝安区观澜人民医院松元社区健康服务中心,PDY651533,81472076,观澜街道观澜大道东松元桥下,440309,龙华区,没有,不是,是,不是,不是,不是,不是
100923,社康中心,深圳市宝安区石岩人民医院上屋社区健康服务中心,PDY650098,0755-27760217,深圳市宝安区石岩镇吉祥路11号,440306,宝安区,有,是,是,是,是,不是,不是
100924,社康中心,深圳市宝安区西乡人民医院劳动社区健康服务中心,PDY650012,0755-27908022,深圳市宝安区西乡镇劳动村西乡镇劳动村,440306,宝安区,有,是,是,是,是,是,不是
100925,社康中心,深圳市宝安区西乡人民医院固戍社区健康服务中心,PDY650071,0755-27488824,深圳市宝安区西乡镇固戍茶树新村一巷3号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100926,社康中心,深圳市南山区慢性病防治院南油社区健康服务中心,PDY550599,26403300,慢病院内,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100927,社康中心,深圳市南山区蛇口人民医院花果山东社区健康服务中心,PDY550804,26866176,南山区蛇口公园路四海宜家大厦首层15号商铺,440305,南山区,没有,不是,不是,不是,不是,不是,不是
